id,__v,_id,name,type,onMap,overX,overZ,owner,isBank,radius,isCourt,netherX,netherZ,dateFrom,isOffice,createdAt,updatedAt,colorNether,description,isProhibition
1314,0,6647bbde25da733432a32866,Огород,База,false,-24154,-3274,kapystik,false,1000,false,-3019,-408,17.05.2024,false,2024-05-17T20:19:42.984Z,2024-05-17T20:23:31.951Z,blue,<p>Просто личная база игрока kapystik</p>,false
1313,0,66438f9d25da733432a317bf,Аванпост - Ноль,База,false,-30706,-9608,Mr_Zabeiaka,false,2000,false,-3839,-1202,14.05.2024,false,2024-05-14T16:21:49.669Z,2024-05-14T16:21:49.669Z,blue,"<p>Место промышленной добычи ресурсов, находящиеся под контролем Колонии ""B.C.243.a</p>",false
1312,0,66423c8025da733432a30e9b,Дача,База,false,12407,-26037,fliri_lime,false,1000,false,1550,-3254,13.05.2024,false,2024-05-13T16:14:56.763Z,2024-05-13T16:14:56.763Z,red,<p>дача флири лайма</p>,false
1311,0,6642159a25da733432a30c35,База Грибвиля,База,false,11500,5300,1ev_,false,500,false,1440,660,13.05.2024,false,2024-05-13T13:28:58.904Z,2024-05-13T13:28:58.904Z,green,<p>Личная база игрока 1ev_</p>,false
1310,0,6642116625da733432a30beb,Эквестрия,Город,false,-9700,9700,sh1zukA11,false,2000,false,-1200,1200,13.05.2024,false,2024-05-13T13:11:02.658Z,2024-05-13T13:11:02.658Z,yellow,<p>Полнолстью перестроенная карта Эквестрии из мульт-сериала MLP.</p>,false
1309,0,66410fbb25da733432a30672,_VolTar_,База,false,-28812,-6284,_VolTar_,false,500,false,-3617,-773,12.05.2024,false,2024-05-12T18:51:39.466Z,2024-05-12T18:51:39.466Z,blue,<p>-</p>,false
1308,0,6640f1de25da733432a30474,Новоперделкино,База,false,2550,16970,bogdannewbalance,false,500,false,318,-2122,12.05.2024 ,false,2024-05-12T16:44:14.995Z,2024-05-12T16:44:14.995Z,red,<p>-</p>,false
1307,0,6640a7e325da733432a301a4,База L0L0R,База,false,-22700,-33611,L0L0R,false,1000,false,-2835,-4200,12.05.2024,false,2024-05-12T11:28:35.040Z,2024-05-12T11:28:35.040Z,red,<p>База</p>,false
1306,0,663f99f225da733432a2f9a7,BusyCity,Город,false,20000,14000,Heleg,false,1000,false,2431,1750,09.05.2024,false,2024-05-11T16:16:50.179Z,2024-05-11T16:16:50.179Z,green,"<p>Город, наполненный бизнес-центрами, офисами, заводами и так далее.</p>",false
1305,0,663f5f0d25da733432a2f64a,ТипоЯма,База,false,4280,240,Super_Klepa,false,1000,false,525,86,11.05.2024,false,2024-05-11T12:05:33.591Z,2024-05-11T12:05:33.591Z,green,<p>Жеские забиверы с 2b2t</p>,false
1304,0,663e4e7325da733432a2ec24,Хайп База,База,false,-24683,-3792,mrkorzhik,false,1000,false,-3086,-470,10.05.2024,false,2024-05-10T16:42:27.579Z,2024-05-10T16:42:27.579Z,blue,"<p>Огромнй элитный дом, много автоферм, есть ферма со спавнерами, большая территория для простора мыслей</p>",false
1303,0,663cdf8725da733432a2e4fe,Базамбосс Slaut1x,База,false,-34262,4206,Slautix,false,1500,false,-4285,547,08.05.2024,false,2024-05-09T14:36:55.189Z,2024-05-09T14:36:55.189Z,blue,<p>Место жительства соло тюбика</p>,false
1301,0,663cb0c425da733432a2e363,Лаборатория Jabi,База,false,-19880,-3815,Jabochca_Soviet,false,2000,false,-2500,-12,09.05.2024,false,2024-05-09T11:17:24.996Z,2024-05-09T11:17:24.996Z,blue,"<p>Лучшая яма, которую когда либо</p><p>видел белый свет. </p><p>Аве Верден!</p><p></p>",true
1300,0,663bb0f725da733432a2d814,Пупупу,База,false,-5347,-11224,EterN1aLMoyKotik,false,1000,false,-668,-1402,08.05.2024,false,2024-05-08T17:05:59.273Z,2024-05-08T17:25:07.673Z,red,<p>Вау чё реал внатуре</p>,false
1299,0,663b5df425da733432a2d07b,"Каменоломня ""TF2""",База,false,3400,-7500,mrKAMEH,false,300,false,425,-937,08.05.2024,false,2024-05-08T11:11:48.047Z,2024-05-08T11:11:48.047Z,red,<p>Копай камень</p><p> Сдавай камень</p><p> Получай ары или</p><p> другие штуки</p>,false
1298,0,663a694c25da733432a2ce7b,Актиний,Город,false,18254,-3615,Loma2000,false,1000,false,2282,452,14.10.23,false,2024-05-07T17:47:56.779Z,2024-05-07T17:47:56.779Z,green,<p>-</p>,false
1297,0,663a668925da733432a2ce6b,Дертонскай,Город,false,-189,-9565,_StarkOff_,false,200,false,-14,-1198,07.05.2024,false,2024-05-07T17:36:09.799Z,2024-05-07T17:36:09.799Z,red,<p>Миленький городок с добреньким коллективом и красивой архитектурой</p>,false
1296,0,6639272425da733432a2c546,База Тори,База,false,16441,1641,Lookkiller,false,2000,false,2061,165,06.05.2024,false,2024-05-06T18:53:24.658Z,2024-05-06T18:53:24.658Z,green,"<p>Да здравствует особняки мени Тори, довольно большой и дорогой. 52 нашим</p>",false
1295,0,6639256325da733432a2c537,Вильсант,База,false,11200,21600,Skorvod,false,2000,false,1400,2698,06.05.2024,false,2024-05-06T18:45:55.791Z,2024-05-06T18:45:55.791Z,yellow,<p>Моя база. Большая часть находится в незере. ПРИЗНАЮ ТЕРРИТОРИЮ АДА В РАДИУСЕ 250 БЛОКОВ (2000 : 8) МОЕЙ. И ХАЙПЕРЛУПА ТОЖ МОЯ.</p>,false
1294,0,663923cc25da733432a2c516,ZомбиOптимусVлад,База,false,11908,4391,Vakinjopas,false,500,false,1488,549,06.05.2024,false,2024-05-06T18:39:08.179Z,2024-05-06T18:39:08.179Z,green,<p>чекай название</p>,false
1293,0,6639229025da733432a2c507,Тайтон,База,false,1000,28500,_Koja,false,998,false,125,3560,06.05.2024,false,2024-05-06T18:33:52.499Z,2024-05-06T18:33:52.499Z,yellow,"<p>Город в стиле ""Звёздные войны"" Планета на которой появились первые джедаи и так же здесь основали ""Орден джедаев""</p>",false
1292,0,6638e5b025da733432a2c332,CRISTALIX CITY,Город,false,-3957,3112,Cristalix_gg,false,200,false,-493,392,06.05.2024,false,2024-05-06T14:14:08.335Z,2024-05-06T14:14:08.335Z,blue,<p>САМыЙ пиздатый city ever</p>,false
1291,0,6637b96c25da733432a2b859,Кур-де-Фонтейн ЮЗ+,База,false,-20000,26000,DizWasTaken,false,2000,false,-2500,3250,05.05.2024,false,2024-05-05T16:53:00.464Z,2024-05-05T16:53:00.464Z,yellow,"<p>Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости</p>",false
1290,0,66351d1b25da733432a29303,Backrooms,База,false,33673,1618,ArtBo,false,200,false,4219,209,03.05.2024,false,2024-05-03T17:21:31.578Z,2024-05-03T17:21:31.578Z,green,"<p>бесконечные коридоры, много </p><p>уровней... база в стиле закулисья</p>",false
1289,0,663417d9882b87aaea0a89b1,Правило трех сигм,Город,false,14400,11120,Ustaz1505,false,650,false,1825,1390,03.05.2024,false,2024-05-02T22:46:49.892Z,2024-05-02T22:46:49.892Z,green,<p>База трех прикольных игроков</p>,false
1288,0,662f9063882b87aaea0a6f18,LanlokBase,База,false,-4316,-465,Lanlok,false,100,false,-540,-56,29.04.2024,false,2024-04-29T12:19:47.445Z,2024-05-05T06:52:01.110Z,blue,<p>База Lanlok'a. Хотя скорее склад</p>,false
1287,0,662e5fec882b87aaea0a6a89,Кур-де-Фонтейн ЮВ,База,false,-14000,24000,DizWasTaken,false,2000,false,-1750,3000,28.04.2024,false,2024-04-28T14:40:44.258Z,2024-04-28T14:41:35.318Z,yellow,"<p>Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости</p>",false
1286,0,662e5f44882b87aaea0a6a52,Кур-де-Фонтейн ЮЗ,База,false,-18000,24000,DizWasTaken,false,2000,false,-2250,3000,28.04.2024,false,2024-04-28T14:37:56.824Z,2024-04-28T14:37:56.824Z,yellow,"<p> Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости</p>",false
1285,0,662e5ed0882b87aaea0a6a34,Кур-де-Фонтейн СВ,База,false,-14000,20000,DizWasTaken,false,2000,false,-1750,2500,28.04.2024,false,2024-04-28T14:36:00.940Z,2024-04-28T14:36:00.940Z,yellow,"<p>Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости</p>",false
1284,0,662e5de1882b87aaea0a69d4,Кур-де-Фонтейн СЗ,База,false,-18000,20000,DizWasTaken,false,2000,false,-2250,2500,28.04.2024,false,2024-04-28T14:32:01.835Z,2024-04-28T14:32:01.835Z,yellow,"<p>Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости</p>",false
1283,0,662e36f5813cda8eede06fba,Башня Магов,База,false,494,-1141,LKGF,false,100,false,3,-94,28.04.2024,false,2024-04-28T11:45:57.442Z,2024-04-28T11:45:57.442Z,red,<p>База LKGF и <em>FluruS</em></p><p>выполненная в стиле</p><p>2-ух магических башен</p>,false
1282,0,662e293f813cda8eede06efc,ЗВ 3000,База,false,23513,-4927,semeone,false,500,false,2905,-635,28.04.2024,false,2024-04-28T10:47:27.947Z,2024-04-28T10:47:27.947Z,green,<p>запретка</p>,false
1281,0,662a9cb8813cda8eede0608b,TNS,База,false,-4862,21657,BetaTrail,false,1000,false,-616,2700,25.04.2024,false,2024-04-25T18:11:04.684Z,2024-04-25T18:11:04.684Z,yellow,<p>каво? деда</p>,false
1280,0,662a7fad813cda8eede05eb0,МЭШленд,Город,false,-284,-9212,Bomberiks,false,67,false,-22,-1148,25.04.2024,false,2024-04-25T16:07:09.723Z,2024-04-25T16:07:09.723Z,red,"<p>Обычный маленький пещерный городок для крыс,мышей. Обычно туда заселяются исключительно мыши/крыси, другим запрет.</p>",false
1279,0,662a3ba832a0e46ecfa9630f,Dopamine Hotel,Город,false,-26009,81,Bulat_SP,false,100,false,-3245,16,25.04.2024,false,2024-04-25T11:16:56.594Z,2024-04-25T11:16:56.594Z,blue,"<p>Отель Dopamine, позволит вам иметь жильё, по очень демократичным ценам иметь место, где вы можете остаться на сколько вы Пожелаете!</p>",false
1278,0,6628001332a0e46ecfa95971,Багровая база,База,false,-8149,-1098,Hi_Haiden,false,38,false,-1019,-137,23.04.2024,false,2024-04-23T18:38:11.938Z,2024-04-23T18:38:11.938Z,blue,<p>База общежитие для нуждающихся</p>,false
1276,0,6625024a22168739df8df242,SnowLand,Город,false,4397,-30465,Ckrasti_,false,1100,false,549,-3808,21.04.2024,false,2024-04-21T12:10:50.900Z,2024-04-21T12:10:50.900Z,red,<p>Снежный город</p>,false
1275,0,6624d9fe22168739df8def09,Домик,База,false,22500,-24500,Evka0vevkov1ch,false,2000,false,2812,-3062,21.04.2024,false,2024-04-21T09:18:54.383Z,2024-04-21T09:18:54.383Z,red,<p>Тихий уголок про который никто не узнает...</p>,false
1274,0,6624d76422168739df8dee85,Складовская,База,false,17522,1449,Jake81i,false,250,false,2190,181,21.04.2024,false,2024-04-21T09:07:48.409Z,2024-04-21T09:09:41.510Z,green,<p>База</p>,false
1273,0,6620053f22168739df8ddb83,Типо тера,База,false,5297,-10683,Super_Klepa,false,600,false,649,-1327,17.04.2024,false,2024-04-17T17:22:07.044Z,2024-04-17T17:22:07.044Z,red,<p>Яма</p>,false
1272,0,661ec9327389a669e4fd8bfe,Wirevor Град,Город,false,-13559,7953,Wirevor,false,1000,false,-1698,995,16.04.2024,false,2024-04-16T18:53:38.552Z,2024-04-16T18:53:38.552Z,blue,<p>Город</p>,false
1271,0,661eaafd7389a669e4fd8aaf,База Капустика,База,false,-33490,3732,kapystik,false,500,false,-4186,0,16.04.2024,false,2024-04-16T16:44:45.203Z,2024-04-16T16:44:45.203Z,blue,<p>Огород</p>,false
1270,0,661d30697389a669e4fd7e02,Территория BellaDNCat,База,false,4000,8400,BellaDNCat,false,500,false,499,1050,15.04.2024,false,2024-04-15T13:49:29.120Z,2024-04-15T13:49:29.120Z,yellow,<p>Территория Жеских друзей</p>,false
1269,0,661ade4d7389a669e4fd5bc8,Свэээгград,Город,false,-13960,-16950,MrKulebyak,false,1400,false,-1745,-2118,13.04.2024,false,2024-04-13T19:34:37.238Z,2024-04-13T19:34:37.238Z,red,<p>Свэээээээээг</p>,false
1268,0,661adc627389a669e4fd5b9f,Кур-де-Фонтейн,Город,false,-16000,22000,DizWasTaken,false,2000,false,-2000,2750,14.04.2024,false,2024-04-13T19:26:26.717Z,2024-04-13T19:26:26.717Z,yellow,"<p>Один из семи регионов Тейвата. Это королевство, поклоняющееся Фокалорс, Гидро Архонту и богине Справедливости </p>",false
1267,0,661ad8c27389a669e4fd5b76,Гиперборея,Город,false,4438,20386,Animun4ik,false,1500,false,544,2553,14.04.2024,false,2024-04-13T19:10:58.651Z,2024-04-13T19:10:58.651Z,yellow,"<p>Великий</p><p>город Вед и ариев.</p><p>Блинолопатные праздники, славление</p><p>бога Пердуна и защита родины от</p><p>Ящеров!!!</p>",false
1266,0,66185a21bb54e31d25d99e75,777,Город,false,2240,-6300,Mozzit,false,200,false,280,-787,12.04.2024,false,2024-04-11T21:46:09.561Z,2024-05-06T16:20:42.100Z,red,<p>-</p>,false
1265,0,66181ef0bb54e31d25d99afe,Ыаыаэв,База,false,-6327,-32261,Budashka,false,1000,false,-781,-4029,11.04.2024,false,2024-04-11T17:33:36.573Z,2024-04-11T17:33:36.573Z,red,<p>Тут есть место в океане где всего на 1 блок равнина</p>,true
1264,0,6616ca0dbb54e31d25d992d9,СШ (Союз Школьников),Город,false,-23195,-435,ssssssalam,false,800,false,-2900,-53,10.04.24,false,2024-04-10T17:19:09.621Z,2024-04-16T16:40:33.288Z,blue,"<p>это типо город,там кайфово,особенно спавн в виде члена</p>",false
1263,0,6616c2c7bb54e31d25d99284,Территория bloggigo1,База,false,459,26313,bloggigo1,false,200,false,57,3289,10.04.2024,false,2024-04-10T16:48:07.232Z,2024-04-10T16:48:07.232Z,yellow,"<p>территория с базой и постройками, фермами bloggigo1</p>",true
1262,0,6616be8bbb54e31d25d99256,Стрельцовка,Город,false,680,-30165,rJlucT,false,200,false,85,-3770,10.04.2024,false,2024-04-10T16:30:03.231Z,2024-04-10T16:30:03.231Z,red,<p>село на севере страны с довольно тёплым климатом</p>,false
1261,0,661555dfbb54e31d25d985c4,TikTokHouse,База,false,482,5623,mmmmmik,false,200,false,50,699,09.04.2024,false,2024-04-09T14:51:11.633Z,2024-04-09T14:51:11.633Z,yellow,<p>Запретка</p>,false
1260,0,6612db01bb54e31d25d97400,тера M0delLa,База,false,-3544,-1936,M0delLa,false,300,false,-443,-242,07.04.2024,false,2024-04-07T17:42:25.868Z,2024-04-07T17:42:25.868Z,blue,<p>топ кру</p>,false
1259,0,6612a908bb54e31d25d971a5,Пирожный Рай,База,false,29900,36250,Biakye,false,2000,false,3737,4531,7.04.24,false,2024-04-07T14:09:12.349Z,2024-04-07T14:09:12.349Z,yellow,<p>База Бьякуя</p>,false
1258,0,66121d6fbb54e31d25d96c35,Гондэм,Город,false,953,6215,Mozzit bobrin0,false,500,false,117,777,07.04.2024,false,2024-04-07T04:13:35.101Z,2024-05-05T14:04:22.171Z,yellow,<p>Територия Города </p>,false
1257,0,66121394bb54e31d25d96bc9,Мышкинская терра.,База,false,-30404,-19384,zxCy4eHok,false,2000,false,-3800,-2371,07.04.2024,false,2024-04-07T03:31:32.404Z,2024-04-07T03:31:32.404Z,blue,<p>Территория для личных нужд города Мышкин.</p>,true
1256,0,6611eb75bb54e31d25d96b36,Нови Город,Город,false,15620,-8024,Chisserine,false,950,false,1952,-1005,07.04.2024,false,2024-04-07T00:40:21.495Z,2024-04-16T20:12:25.473Z,green,<p>Нови Город</p>,false
1255,0,6611ea2cbb54e31d25d96b27,Нови База,База,false,-2830,-13238,maxi_capybara,false,850,false,-353,-1703,07.04.2024,false,2024-04-07T00:34:52.288Z,2024-04-07T00:34:52.288Z,red,<p>Нови База</p>,false
1254,0,6611e7bcbb54e31d25d96abd,MasterShulion Base,База,false,7280,34824,MasterShulion,false,500,false,910,-4353,07.04.2024,false,2024-04-07T00:24:28.256Z,2024-04-07T00:24:28.256Z,red,<p>Моя жесткая База на которой фермы и мой портал на мою жестк </p><p></p>,false
1253,0,6611c859bb54e31d25d969da,Based Base,База,false,-3000,-36500,FriendlyCreeperr,false,1500,false,1500,8686,07.04.2024,false,2024-04-06T22:10:33.293Z,2024-04-07T11:26:27.171Z,yellow,<p>Ultra pro gigachad sigma база игрока FriendlyCreeperr</p><p></p>,true
1252,0,66118974bb54e31d25d96504,HCDAP ,Город,false,-17100,6099,HCDAP_Iz_HCDAPA1,false,2000,false,-2137,762,06.04.2024,false,2024-04-06T17:42:13.005Z,2024-04-06T17:42:13.005Z,blue,<p>HCDAP </p><p></p>,false
1251,0,661150acbb54e31d25d95fd3,Дурабейз 2.0,База,false,4301,-14631,dyrachito,false,499,false,537,-1828,06.04.2024,false,2024-04-06T13:39:56.249Z,2024-04-06T14:48:40.847Z,red,<p>Хайповая база</p>,true
1250,0,6610704abb54e31d25d95ad0,"""OTS""",База,false,5800,-5800,OTTYSS,false,260,false,707,-729,06.04.2024,false,2024-04-05T21:42:34.868Z,2024-04-05T21:42:34.868Z,red,<p>Тут Единороги пьют пиво</p>,false
1249,0,6610372abb54e31d25d958e4,td98,База,false,11780,-9441,tuid_,false,249,false,1465,-1172,05.04.2024,false,2024-04-05T17:38:50.572Z,2024-04-06T13:12:21.061Z,green,<p>База td98</p>,false
1248,0,66100dcdbb54e31d25d95379,NewChina,Город,false,-882,-7816,mrKAMEH,false,150,false,-110,-977,05.04.2024,false,2024-04-05T14:42:21.043Z,2024-04-05T14:42:21.043Z,red,<p>Город в подвале</p>,false
1247,0,660fe2b7bb54e31d25d9526b,Територрия Шулиона,База,false,6768,-34871,MasterShulion,false,1650,false,846,-4358,05.04.2024,false,2024-04-05T11:38:31.612Z,2024-04-05T11:38:31.612Z,red,<p>Ну это база для ферм там всяких и я там домик построю </p><p></p>,false
1246,0,660d3ddb70dd107c9fc3c6e1,Ferma,База,false,1300,26099,Antarctic19,false,1500,false,165,3260,04.04.2024,false,2024-04-03T11:30:35.843Z,2024-04-03T11:30:35.843Z,yellow,<p>основная база</p>,false
1245,0,660d389670dd107c9fc3c4a7,База-основа,База,false,-36000,-36000,Mr4ay,false,2000,false,-4500,-4500,04.04.2024,false,2024-04-03T11:08:06.772Z,2024-04-03T11:08:06.772Z,yellow,"<p>Фермы, склад и прочее</p>",false
1244,0,660d158a70dd107c9fc3c12e,Армадилдо,Город,false,-27897,7206,satretar,false,1500,false,-3484,907,03.04.2024,false,2024-04-03T08:38:34.060Z,2024-04-03T08:38:34.060Z,blue,<p>Ковбойский городок для отыгрывания рп</p>,false
1243,0,660b065870dd107c9fc3ab28,Запретка TheKrav,База,false,249,-37423,TheKrav,false,500,false,39,-4692,01.04.2024,false,2024-04-01T19:09:12.733Z,2024-04-01T19:09:12.733Z,red,<p>-</p>,true
1242,0,660ab58470dd107c9fc3a72e,МАКСИ СИТИ,Город,false,-24550,4180,_GoldTerby_,false,1350,false,-3068,522,01.04.2024,false,2024-04-01T13:24:20.395Z,2024-04-01T15:15:00.132Z,blue,<p>Очень ламповы город. Основная тематика - кино и все что с ним связано. По поводу вступления писать Мэру</p>,false
1241,0,660808ee70dd107c9fc39a1c,Гига тера под артики,База,false,-385,-11204,kAmEnNiY,false,2000,false,-52,-1408,30.03.2024,false,2024-03-30T12:43:26.376Z,2024-04-28T16:46:08.943Z,red,"<p>Чиста под арты, шоб ари хаслить с олухов</p><p></p>",true
1240,0,6605d26c70dd107c9fc37e74,krematoriy,База,false,5239,-239,MayScrenson,false,300,false,666,-42,28.03.2024,false,2024-03-28T20:26:20.479Z,2024-03-28T20:26:20.479Z,green,<p>Территория там база все дела</p>,true
1237,0,6605881470dd107c9fc37701,база нейлай,База,false,7104,7743,neylayn,false,160,false,946,994,28.03.2024,false,2024-03-28T15:09:08.295Z,2024-03-28T15:09:08.295Z,yellow,<p>основная база neylayn</p>,true
1236,0,66054b8770dd107c9fc36fe9,Приватная База,База,false,-26179,236,Bulat_SP,false,150,false,-3274,21,26.03.2024,false,2024-03-28T10:50:47.585Z,2024-03-28T10:50:47.585Z,blue,<p>Просто база для одного человека</p>,false
1235,0,6604598f70dd107c9fc363d0,"ХАЙПУЛЯНДИЯШ,М,К,В",База,false,-10922,-192,VerDN,false,600,false,-1373,-19,27.03.2024,false,2024-03-27T17:38:23.797Z,2024-03-27T17:38:23.797Z,blue,<p>КРУТАЯ ТЕРА( ЗАПРЕТКА)</p>,true
1234,0,66043cba70dd107c9fc3621f,Ферма мешков,База,false,-1279,18811,NEKTORUN,false,200,false,-147,2359,27.03.2024,false,2024-03-27T15:35:22.573Z,2024-03-27T16:14:30.666Z,yellow,<ul><li><p>  -</p></li></ul>,true
1233,0,6602e6e570dd107c9fc35291,Фармилка опита,База,false,-1325,18383,NEKTORUN,false,30,false,-150,2307,26.03.2024,false,2024-03-26T15:16:53.043Z,2024-03-27T16:14:09.985Z,yellow,"<p>Ну типа построил ферму опыта, хочусделать её официал-ьной</p>",true
1232,0,6601b4e670dd107c9fc33f04,ТЕРАСИТИ,База,false,-23345,910,qurouq,false,2000,false,-2912,103,25.03.2024,false,2024-03-25T17:31:18.797Z,2024-03-25T17:31:18.797Z,blue,<p>База йоу</p>,false
1231,0,6601acfc70dd107c9fc33e09,Абу_Даби,База,false,-15966,-98,Abu_Dabi21_iz_GY,false,2000,false,-2001,-18,25.03.2024,false,2024-03-25T16:57:32.176Z,2024-03-25T16:57:32.176Z,blue,<p>база жеская</p>,false
1229,0,660041bd70dd107c9fc33280,БобраСИТИ,Город,false,-1850,200,Mladshiyy,false,200,false,-216,12,24.03.2024,false,2024-03-24T15:07:41.019Z,2024-03-24T15:07:41.019Z,blue,<p>Живут талантливые бобры бобры умельцы готовые выгрысть любое дерево за вознагрождение</p>,false
1228,0,65ffadac70dd107c9fc32d73,ФазерИндестри,База,false,-20327,2808,Fazer__,false,99,false,-2546,344,24.03.2024,false,2024-03-24T04:35:56.104Z,2024-03-24T04:35:56.104Z,blue,<p>Ферма спрутов</p>,false
1227,0,65fea186cc978cb29a2c61f5,PLOTINO BOBRA,База,false,1400,-35660,mankabober,false,1000,false,183,-4469,23.03.2024,false,2024-03-23T09:31:50.292Z,2024-03-23T09:31:50.292Z,red,<p>...</p>,true
1226,0,65fe8ec1cc978cb29a2c6137,Великая стройка,База,false,-31700,-3800,PaIach,false,2000,false,-3960,475,23.03.2024,false,2024-03-23T08:11:45.159Z,2024-03-23T08:11:56.079Z,blue,"<p>Задел на город, стройка</p>",false
1225,0,65fe57cfcc978cb29a2c6023,База лютого хайпа,База,false,255,-33600,TverdniyZnak,false,500,false,40,-4198,23.03.2024,false,2024-03-23T04:17:19.683Z,2024-03-23T12:19:11.744Z,red,<p>Жить буду ферма строить буду</p>,true
1224,0,65fdc553cc978cb29a2c5ab1,Ереван,Город,true,-350,16000,SeniorCardenas,false,2000,false,-50,2000,06.10.2022,false,2024-03-22T17:52:19.464Z,2024-04-01T18:44:16.901Z,yellow,<p>Возрождение легенды. Добро пожаловать в лучший город-курорт СП</p>,false
1223,0,65fb3e22cc978cb29a2c3c0c,Посёлок Городского Типа,Город,false,-1518,14597,Dokedo_,false,342,false,-189,1818,20.03.2024,false,2024-03-20T19:50:58.925Z,2024-03-20T19:50:58.925Z,yellow,"<p>Город топи, чил дрил пил, реальный свег, +вайб. Вступайте!</p>",false
1222,0,65fb03facc978cb29a2c3577,ЧВК Еблан,База,false,341,-15019,n0werty,false,245,false,40,-1879,20.03.2024,false,2024-03-20T15:42:50.117Z,2024-03-20T15:42:50.117Z,red,<p>Просто база в которой мы собираемся обустроиться и кайфовать с моими друзьями.</p>,true
1221,0,65f857b4cc978cb29a2c21c7,Лесорубка ТФ2,База,false,-906,-7885,mrKAMEH,false,250,false,-113,-985,18.03.2024,false,2024-03-18T15:03:16.545Z,2024-03-18T15:03:16.545Z,red,<p>Копай бревно покупай улучшения.</p>,false
1220,0,65f6d055cc978cb29a2c0a3c,Зимняя кибитка,База,false,-1562,18155,17.03.2024,false,150,false,-195,2269,17.03.2024 ,false,2024-03-17T11:13:25.184Z,2024-03-17T11:13:25.184Z,yellow,<p>Обычная холостятская база находящясь в зимнем</p>,false
1219,0,65f6c891cc978cb29a2c09b1,Личная Гавань,База,false,32000,-6100,Dimint,false,1000,false,4030,-720,17.03.2024 ,false,2024-03-17T10:40:17.227Z,2024-03-17T11:13:37.154Z,green,<p>Личная база</p>,false
1218,0,65f5b1e1cc978cb29a2bffb6,Ленинград,Город,false,903,17450,Serpow,false,500,false,5,2160,16.03.2024,false,2024-03-16T14:51:13.600Z,2024-03-16T15:47:39.291Z,yellow,"<p>Город, в стиле советской эпохи 60-ых</p>",false
1217,0,65f555abcc978cb29a2bfab1,ХАЙП CITY,Город,false,-3975,-12568,chipollone,false,200,false,-12,-1573,16.03.2024,false,2024-03-16T08:17:47.821Z,2024-04-01T18:03:01.667Z,red,<p>САМЫЙ ХАЙПОВЫЙ ГОРОД НА СВЕТЕ КУНЕМ ВОРОТ СПАСАЙ СВОЙ ГОРОД</p>,false
1216,0,65f54a57cc978cb29a2bf983,База моя,База,false,-29500,36000,0_MAYTE_0,false,1500,false,-3690,4500,16.03.24,false,2024-03-16T07:29:27.636Z,2024-03-16T07:29:27.636Z,yellow,<p>-</p>,false
1215,0,65f4407bcc978cb29a2bee47,Делламур,Город,true,-9580,-1920,Gorynex,false,1000,false,-1213,-242,15.03.2024,false,2024-03-15T12:35:07.654Z,2024-04-11T18:11:15.962Z,blue,<p>-</p>,false
1214,0,65f1a625cc978cb29a2bcbc9,Гикбаровск,Город,false,-27770,-7180,Voolser,false,999,false,-3475,-897,13.03.2024,false,2024-03-13T13:12:05.332Z,2024-03-18T17:20:57.801Z,blue,<p>Город слакдкого пара и густой жижки</p>,false
1213,0,65f0af3dcc978cb29a2bc580,Ильверморни,Город,false,-15333,-33429,Cera_Hogwarts,false,2000,false,-1924,-4170,12.03.2024,false,2024-03-12T19:38:37.880Z,2024-03-12T19:38:37.880Z,red,<p>Описание: Школа волшебства и чародейства</p><p></p>,false
1212,0,65f0ac5dcc978cb29a2bc4dd,Паучий Парк🕷,База,false,15000,-2500,Vijihro,false,1400,false,1880,-305,12.03.2024,false,2024-03-12T19:26:21.138Z,2024-03-12T19:26:21.138Z,green,"<p>Резиденция Vijihro, и по совместительству огромный уютный парк посвящённый моей возлюбленной!</p>",false
1211,0,65ef0679ff524b484dce895e,DibDark,База,false,371,35,artikbuz,false,2000,false,14761,6615,11.03.2024,false,2024-03-11T13:26:17.183Z,2024-03-11T13:26:17.183Z,green,<p>лучшащая крепость на сп)</p>,false
1210,0,65ee181fff524b484dce8661,Дуррабейз,База,false,1822,-37122,dyrachito,false,250,false,227,-4640,10.03.2024,false,2024-03-10T20:29:19.601Z,2024-03-10T20:29:19.601Z,red,<p>САМОЕ ЛУЧШЕЕ МЕСТООО В МИРЕЕ ХАЙП</p>,true
1209,0,65ee0ad1ff524b484dce85ab,Дурабейз,База,false,1822,-37122,dyrachito,false,249,false,227,4640,10.03.2024,false,2024-03-10T19:32:33.230Z,2024-03-10T19:32:33.230Z,yellow,<p>Хайповое место для жительства меня.</p>,true
1208,0,65ed8556ff524b484dce7fc9,Ещё одна терра,База,false,-2040,-27821,Budashka,false,512,false,-241,-3445,10.03.2024,false,2024-03-10T10:03:02.083Z,2024-04-11T17:36:20.503Z,red,<p>ещё одна ферма</p>,true
